3.099999905,71.30000305,0.400000006,2.5,4.307781611,40.80329651,6.1,7.699999988,1239
2.700000048,72.19999695,0.800000012,3.5,2.703315439,40.09230643,6.1,7.200000167,598
3.700000048,72,1,3.5,3.385456591,41.63836007,6.1,8.000000119,1442
3.900000095,56.20000076,1,2.5,3.604055575,43.59228205,6.1,7.400000095,971
3.200000048,73.5,1,2,2.83895926,40.70998007,6.1,7.999999761,305
3.900000095,64.30000305,1.700000048,4.5,2.617780157,42.74672282,6.1,7.300000094,574
4,63.5,1.399999976,3.5,3.099581644,42.9741,6.1,8.600000203,372
2.700000048,77.19999695,0.600000024,3.5,3.213104155,39.51095643,6.1,7.900000215,770
1.600000024,76.09999847,0,3.5,14.10000001,37.91912423,6.1,9.400000096,324
2.799999952,75.19999695,1.5,3,1.622105703,39.89894428,6.1,7.700000047,429
4.300000191,19.60000038,1.5,3,3.306793791,47.81457215,6.1,7.800000369,475
3.200000048,71.5,1.200000048,3,2.499568631,40.93262007,6.1,9.000000239,738
2.799999952,66.80000305,1.899999976,4,1.145193453,40.86729558,6.1,8.700000048,775
4.099999905,63.70000076,1.200000048,2.5,3.495253485,43.09748278,6.1,8.300000012,838
3.5,70.69999695,1.299999952,2,2.681296969,41.47465533,6.1,8.199999809,475
2.700000048,73,0.800000012,3,2.703315439,39.99929007,6.1,6.900000095,696
2.900000095,74.19999695,0.600000024,1.5,3.424614708,40.1686825,6.1,9.5,912
4.300000191,66.40000153,1.299999952,3.5,3.571122281,43.11444813,6.1,7.900000192,379
3.900000095,69.80000305,1.899999976,3,2.400905166,42.17257782,6.1,7.999999821,976
3.5,46.5,1,3,3.166857606,44.096725,6.1,8.300000071,620
2.900000095,68.80000305,1.700000048,5,1.484977664,40.78584779,6.1,8.500000119,736
3.599999905,64.59999847,0.800000012,3,3.672775441,42.28054403,6.1,8.099999815,461
3,72.80000305,1.100000024,2,2.442715156,40.48175965,6.1,7.100000083,527
3,67.09999847,1.899999976,1.5,1.373504698,41.12757017,3.9,5.800000191,1773
2.900000095,69,1.700000048,3.5,1.484977664,40.76299014,3.9,7.400000095,992
2.900000095,72.19999695,1.799999952,2.5,1.369498377,40.39726249,3.9,7.200000048,2383
3.299999952,58.20000076,2.299999952,1.5,1.325659864,42.55179385,3.9,7.699999809,1440
3.599999905,67.19999695,2.200000048,3.5,1.7634681,42.00140819,3.9,6.200000107,431
3.099999905,67,2.700000048,2,0.755309227,41.28622986,3.9,6.800000071,893
3.599999905,63.70000076,2.400000095,1.5,1.585306804,42.37716778,3.9,6.900000095,523
3.5,67.69999695,1.299999952,5,2.681296969,41.79970533,3.9,7.500000119,1319
2.599999905,68.80000305,0.600000024,4,3.107348753,40.3385115,3.9,7.900000096,437
3.299999952,67.80000305,2.299999952,4,1.325659864,41.49262559,3.9,6.500000239,697
3.700000048,20.89999962,2.200000048,1.5,1.878800169,47.07386709,3.9,7.299999833,587
2.599999905,73.19999695,1.799999952,3,1.028313375,39.82256821,3.9,7.400000096,903
2.299999952,70.40000153,1.700000048,4,0.805296007,39.69880774,3.9,7.299999952,1068
4,63.40000153,2.5,1.5,1.966432358,42.98443984,3.9,6.900000095,1338
3.299999952,67.30000305,2.299999952,3.5,1.325659864,41.54779059,3.9,8,766
3,67.80000305,1.700000048,4,1.598257806,41.04825965,3.9,6.499999881,953
3.799999952,66.5,1.200000048,2,3.163358534,42.37022993,3.9,6.800000191,1519
3.400000095,67.59999847,1.799999952,3,1.938139686,41.66261631,3.9,7.100000143,567
3,70.40000153,3.799999952,1,-0.114886495,40.75367983,3.9,7.499999761,1487
2.599999905,48.5,2.099999905,3.5,0.708212899,42.71888988,3.9,6.499999761,903
2.299999952,71,2.599999905,3.5,-0.09780641,39.62666993,3.9,6.599999905,1140
3.200000048,65.40000153,1.600000024,4,1.944810528,41.6116719,3.9,6.200000048,582
3.200000048,67.5,2.099999905,4.5,1.397948062,41.37790007,3.9,6.000000239,730
