Æò±Õ±â¿Â,Æò±Õ½Àµµ,Æò±ÕÇ³¼Ó,Ã¼°¨¿Âµµ,Æò±ÕÀü¿î·®,½Ã±º±¸,¿äÀÏ,Diff,SUM
3.200000048,53.79999924,1,2.83895926,0,15,3,11.00000036,783
3.099999905,53.59999847,1.399999976,2.093500304,0,16,3,11.29999995,443
2.599999905,53.09999847,0.899999976,2.379620468,0,17,3,10.50000024,625
2.799999952,51.70000076,0.800000012,2.811033131,0,18,3,12.20000029,936
3.400000095,59.09999847,0.899999976,3.247989136,0,19,3,9.200000048,312
3.299999952,58.79999924,1.200000048,2.610200193,0,20,3,8.800000071,884
2.900000095,37.20000076,1,2.511060914,0,21,3,10.20000017,606
2.400000095,56.79999924,1.5,1.172855778,0,22,3,9.499999761,678
3.299999952,53.5,0.800000012,3.349622107,0,23,3,9.999999643,395
2.799999952,54.90000153,1.200000048,2.057041853,0,24,3,10.00000036,474
6.099999905,62.59999847,0.699999988,6.573752258,5.8,1,4,11.79999963,1161
6.5,65.40000153,1,6.445841591,5.8,2,4,12.80000019,767
6.199999809,65.30000305,0.899999976,6.287278439,5.8,3,4,11.20000019,648
7,67.19999695,1.399999976,6.453185756,5.8,4,4,9.799999952,1488
7.099999905,66.90000153,1.5,6.451544068,5.8,5,4,10.60000038,911
6.599999905,61.79999924,1.100000024,6.402403317,5.8,6,4,12.50000018,305
7.199999809,64.5,2.200000048,5.915416522,5.8,7,4,10.50000024,578
7.099999905,65.69999695,2,5.965719332,5.8,8,4,10.49999964,324
6,62.90000153,0.400000006,7.298526243,5.8,9,4,12.10000002,834
4.900000095,66.59999847,0.300000012,6.584640957,5.8,10,4,13.69999957,282
6.099999905,61.79999924,1.100000024,5.852446613,5.8,11,4,12.29999983,415
7.199999809,65.09999847,2,6.080283444,5.8,12,4,10.79999995,402
6.599999905,67.59999847,1.200000048,6.261045188,5.8,13,4,11.09999999,638
7,57.79999924,2,5.851155221,5.8,14,4,10.40000039,721
7.199999809,62.5,1.799999952,6.259813304,5.8,15,4,12.60000038,872
6.300000191,65.40000153,1.799999952,5.236259383,5.8,16,4,12.09999982,462
6.199999809,62.5,1,6.117942984,5.8,17,4,11.40000019,627
6.400000095,63.59999847,1.399999976,5.78246504,5.8,18,4,14.09999967,978
7.400000095,65.30000305,1.399999976,6.900333078,5.8,19,4,10.2999996,356
7.199999809,65.30000305,2.099999905,5.996181113,5.8,20,4,9.900000332,908
6.599999905,44.59999847,1.200000048,6.261045188,5.8,21,4,11.90000001,603
6.599999905,61.70000076,2,5.392898228,5.8,22,4,9.5,741
7.099999905,61.29999924,0.800000012,7.44289827,5.8,23,4,10.7000004,406
6.199999809,63.59999847,1.700000048,5.223225567,5.8,24,4,11.60000038,532
2.900000095,61.59999847,2.200000048,0.956144994,3.1,1,5,13.69999981,1447
3.5,63.70000076,3.5,0.666063782,3.1,2,5,13.29999972,1001
3.400000095,63.5,1.899999976,1.830127189,3.1,3,5,13.59999991,798
2.200000048,65,2.599999905,-0.214510514,3.1,4,5,13.49999976,2005
2.5,64.5,3,-0.179346335,3.1,5,5,13.60000014,1254
3.700000048,60.70000076,2.700000048,1.457423606,3.1,6,5,13.39999986,349
2.599999905,60.40000153,3.5,-0.407031038,3.1,7,5,12.79999995,752
3,60,2.900000095,0.483979347,3.1,8,5,13.30000043,473
4.099999905,61.79999924,1.5,3.082168427,3.1,9,5,13.29999972,1195
3.099999905,62.29999924,1.5,1.959043214,3.1,10,5,14.10000014,344
3.5,61.59999847,3,0.999727814,3.1,11,5,13.19999957,536
3,62,3.099999905,0.338464005,3.1,12,5,13.19999957,456
2.200000048,65.09999847,2.5,-0.128388338,3.1,13,5,13.60000038,804
2,62.59999847,2.400000095,-0.271371348,3.1,14,5,13.89999962,957
3.700000048,55.40000153,2.900000095,1.307319615,3.1,15,5,13.70000029,1072
3.299999952,62.29999924,3,0.763912928,3.1,16,5,13.50000024,678
3,62.70000076,2.5,0.802643052,3.1,17,5,13,784
4.099999905,60.29999924,1.600000024,2.960093588,3.1,18,5,13.50000024,1320
2.799999952,60.5,2.099999905,0.93812462,3.1,19,5,13.59999991,488
2.299999952,63.59999847,5,-1.605232859,3.1,20,5,13.60000014,1306
2.400000095,43.09999847,2.799999952,-0.143980914,3.1,21,5,13,695
2,63.40000153,3.200000048,-0.915908104,3.1,22,5,13.79999971,969
3.099999905,60.79999924,2.099999905,1.282992065,3.1,23,5,13.80000019,491
3.400000095,62.59999847,2.5,1.268158885,3.1,24,5,13.29999995,669
-1.299999952,46.20000076,1.799999952,-3.407088667,0.6,1,6,8.599999905,1528
-0.699999988,46.90000153,2.5,-3.503377367,0.6,2,6,8.099999905,1075
-1,48.90000153,1.5,-2.645770055,0.6,3,6,8.999999761,876
-1.399999976,53.70000076,2.099999905,-3.890020288,0.6,4,6,8.699999809,2084
-1.399999976,50.09999847,1.899999976,-3.649341471,0.6,5,6,8.900000095,1451
-0.5,45.29999924,2.200000048,-2.965139841,0.6,6,6,8.5,394
-1.200000048,46.40000153,2.799999952,-4.36764849,0.6,7,6,8.30000019,783
-1.100000024,46.40000153,2.400000095,-3.86868551,0.6,8,6,8.300000191,508
-0.400000006,43.79999924,1.5,-1.971894934,0.6,9,6,9.399999618,1213
-1.399999976,47.29999924,1.100000024,-2.396903809,0.6,10,6,10,383
-0.899999976,45.90000153,2.5,-3.736135214,0.6,11,6,8.400000096,614
-0.800000012,47.79999924,2.5,-3.619756325,0.6,12,6,8.799999714,526
-1.700000048,53.29999924,1.700000048,-3.725913965,0.6,13,6,9.799999953,798
-2.099999905,48.79999924,1.799999952,-4.316914707,0.6,14,6,9.19999981,990
-0.5,44.5,2.200000048,-2.965139841,0.6,15,6,8.099999905,1151
-0.899999976,46.59999847,2.299999952,-3.533476025,0.6,16,6,10.10000038,702
-1.299999952,47,1.600000024,-3.131605582,0.6,17,6,8.399999857,839
-0.200000003,43.20000076,1.200000048,-1.261908141,0.6,18,6,8.599999904,1426
-0.899999976,48.40000153,1.600000024,-2.680368622,0.6,19,6,8.799999714,478
-1.299999952,50.90000153,3.599999905,-5.130708359,0.6,20,6,8.399999857,1375
-1.399999976,29.79999924,2.299999952,-4.111944593,0.6,21,6,8.499999761,805
-2.099999905,52.40000153,2.5,-5.132682298,0.6,22,6,8.600000143,1056
-1.200000048,48,1.600000024,-3.018796443,0.6,23,6,8.999999761,406
-1,46.70000076,2.099999905,-3.430196983,0.6,24,6,8.000000239,707
2.900000095,65.59999847,0.600000024,3.424614708,7,1,7,8.199999809,1420
3.099999905,67.09999847,1.299999952,2.236384313,7,2,7,8.700000047,993
2.5,69.5,1.5,1.285168193,7,3,7,8.699999809,910
3.299999952,70.80000305,1,2.948258622,7,4,7,8.299999893,2128
3.200000048,69.30000305,1.899999976,1.601815944,7,5,7,8.399999917,1602
3.099999905,66.69999695,1.700000048,1.711537947,7,6,7,8.299999953,377
3.099999905,66.19999695,2.400000095,1.005094847,7,7,7,8.100000203,787
3,67.5,2.700000048,0.638290303,7,8,7,8.399999857,494
2.900000095,69.19999695,0.5,3.734092612,7,9,7,9.099999785,1161
1.600000024,71.19999695,0.699999988,1.767918087,7,10,7,10,390
2.799999952,67.40000153,1.5,1.622105703,7,11,7,8.899999976,560
3.599999905,66.80000305,1.700000048,2.277939193,7,12,7,8.900000095,509
3.099999905,70.40000153,1.700000048,1.711537947,7,13,7,8.699999809,762
2.599999905,66,2.5,0.337127218,7,14,7,8.999999881,961
3.5,64.80000305,2.400000095,1.469264523,7,15,7,9.200000047,1083
2.900000095,66.90000153,1.899999976,1.259349212,7,16,7,8.5,772
2.599999905,68.40000153,1.100000024,2.002749688,7,17,7,8.600000143,844
3.099999905,64.69999695,1.5,1.959043214,7,18,7,9.200000047,1315
3.5,67.69999695,2.099999905,1.742815507,7,19,7,8.500000179,410
3.400000095,68.30000305,2.599999905,1.185940128,7,20,7,8.100000203,1361
2.900000095,47,1.399999976,1.869926909,7,21,7,8.700000048,753
2.599999905,68.5,2.5,0.337127218,7,22,7,8.700000047,1064
3.299999952,65.90000153,1.100000024,2.772689126,7,23,7,8.5,428
2.900000095,67.69999695,2.299999952,0.862885175,7,24,7,8.399999857,677
0.300000012,58.20000076,2.5,-2.339588061,2.5,1,1,9.299999953,1067
0.899999976,61.09999847,3.200000048,-2.218952362,2.5,2,1,9.299999953,649
0.699999988,61.09999847,2.400000095,-1.779922451,2.5,3,1,9.600000143,544
-0.100000001,61.90000153,2.700000048,-2.989299795,2.5,4,1,9.900000096,1277
0,62,3.200000048,-3.285079431,2.5,5,1,10.09999991,837
1.100000024,58.5,3,-1.830050115,2.5,6,1,9.30000019,249
0.100000001,58.40000153,3.5,-3.387849553,2.5,7,1,9.599999905,532
0.300000012,58,3.5,-3.149384051,2.5,8,1,9.600000143,327
1.299999952,58.29999924,1.5,-0.062582117,2.5,9,1,9.200000286,744
0.400000006,59.09999847,1.700000048,-1.347028669,2.5,10,1,9.399999857,248
0.899999976,59.70000076,2.799999952,-1.903842474,2.5,11,1,9.299999953,361
0.5,58.79999924,3.299999952,-2.767359926,2.5,12,1,9.899999857,397
-0.100000001,61.40000153,2.700000048,-2.989299795,2.5,13,1,9.900000095,521
-0.600000024,60,2.900000095,-3.750341774,2.5,14,1,10.0999999,614
1.100000024,55.90000153,3.099999905,-1.907084579,2.5,15,1,9.700000286,709
0.600000024,58.09999847,3.099999905,-2.498018424,2.5,16,1,9.5,377
0.400000006,59.90000153,2.099999905,-1.820815313,2.5,17,1,9.400000095,552
1.299999952,57.79999924,1.700000048,-0.327506486,2.5,18,1,9.200000047,846
0.300000012,58.20000076,2.799999952,-2.607787,2.5,19,1,10,285
-0.100000001,60.79999924,5.599999905,-4.845078141,2.5,20,1,10.29999995,884
0,40,3,-3.127031707,2.5,21,1,9.700000048,515
-0.400000006,60.59999847,3.599999905,-4.055403929,2.5,22,1,9.799999714,655
0.600000024,57.79999924,2,-1.480954882,2.5,23,1,10.00000024,410
0.699999988,60.09999847,2.900000095,-2.221281365,2.5,24,1,9.19999981,418
0.300000012,39.79999924,0.899999976,-0.11693874,4.5,1,2,11.5999999,1138
0.600000024,42.70000076,1.399999976,-0.701169657,4.5,2,2,12.09999991,722
0.100000001,41.79999924,1.200000048,-0.930013132,4.5,3,2,12.5,628
-0.699999988,47,1.399999976,-2.154398119,4.5,4,2,11,1552
0.200000003,43.20000076,1.100000024,-0.63704238,4.5,5,2,11.30000019,907
0.600000024,39.70000076,1.299999952,-0.544318991,4.5,6,2,12.4000001,250
0.300000012,38.40000153,1.399999976,-1.036530081,4.5,7,2,11.4000001,493
0.5,39.70000076,1.399999976,-0.812956487,4.5,8,2,12,375
0.5,37.09999847,0.800000012,0.333523895,4.5,9,2,12.70000029,789
-0.800000012,41.29999924,0.699999988,-0.795193577,4.5,10,2,13.0999999,258
0.200000003,40,1.700000048,-1.573589171,4.5,11,2,11.69999981,391
0.5,41.40000153,1.399999976,-0.812956487,4.5,12,2,11.19999981,347
-0.400000006,43,1.200000048,-1.483171481,4.5,13,2,13.09999991,607
-0.600000024,37.90000153,1.600000024,-2.341940935,4.5,14,2,12.09999991,716
0.899999976,40.09999847,1,0.325071461,4.5,15,2,12.20000029,848
0.400000006,40.5,1.399999976,-0.924743284,4.5,16,2,12.69999981,523
0,39.59999847,1.200000048,-1.040644802,4.5,17,2,12,607
0.5,40.40000153,0.899999976,0.100153362,4.5,18,2,13.19999981,843
0.200000003,40.29999924,1.299999952,-0.989231564,4.5,19,2,11.80000019,308
-0.200000003,44.20000076,2.099999905,-2.510550322,4.5,20,2,12,897
0.200000003,21.89999962,1.200000048,-0.819381462,4.5,21,2,11.80000019,553
-0.800000012,42.79999924,1.399999976,-2.266184949,4.5,22,2,12.30000019,658
0.400000006,39.70000076,0.899999976,-0.008392689,4.5,23,2,12.19999981,359
0.100000001,40.90000153,1.5,-1.410332319,4.5,24,2,11.80000019,569
2.299999952,73.09999847,0.899999976,2.053982347,9.9,1,3,3.599999905,1306
2.700000048,75.5,1.5,1.509793289,9.9,2,3,3.399999857,786
2.700000048,73.09999847,1.299999952,1.791471922,9.9,3,3,3.100000024,672
2.299999952,77.69999695,1.799999952,0.687128645,9.9,4,3,4.800000191,1673
2.700000048,76.19999695,1.200000048,1.94641029,9.9,5,3,4.300000191,1098
2.900000095,71,1.5,1.734418385,9.9,6,3,3.000000239,283
2.799999952,72.59999847,2.400000095,0.656967728,9.9,7,3,4.299999997,622
3,73,2,1.268586389,9.9,8,3,4,392
2.900000095,73.80000305,0.699999988,3.156270294,9.9,9,3,2.899999857,895
1.799999952,76.19999695,0.600000024,2.261306793,9.9,10,3,3.700000092,244
2.599999905,72.30000305,1.899999976,0.916882208,9.9,11,3,2.799999833,385
3.099999905,72.59999847,2,1.383150501,9.9,12,3,4.299999803,381
2.5,74.69999695,1.399999976,1.422779588,9.9,13,3,4.699999809,671
2.5,66.19999695,2.799999952,-0.026656932,9.9,14,3,4.800000101,814
3.400000095,68.40000153,1.5,2.295980992,9.9,15,3,4.300000191,886
2.400000095,75.30000305,1.799999952,0.800857069,9.9,16,3,3.799999803,568
2.599999905,71.90000153,1.299999952,1.680243625,9.9,17,3,3.399999797,623
2.700000048,75.30000305,0.800000012,2.703315439,9.9,18,3,2.799999833,1022
3,71.90000153,1.600000024,1.71919198,9.9,19,3,4.500000179,328
2.599999905,74.5,2.599999905,0.252306181,9.9,20,3,4.800000094,1034
2.299999952,47.70000076,1.700000048,0.805296007,9.9,21,3,4.400000006,632
2.599999905,69.30000305,2.299999952,0.515803814,9.9,22,3,5.200000197,774
3.299999952,67.30000305,1.200000048,2.610200193,9.9,23,3,4.199999809,347
2.599999905,71.69999695,1.799999952,1.028313375,9.9,24,3,3.399999976,547
-0.200000003,57.40000153,2.5,-2.921482731,1.1,1,4,5.299999952,1267
0.400000006,59.59999847,3.599999905,-3.099577698,1.1,2,4,5,844
0.200000003,60.20000076,2.400000095,-2.36013439,1.1,3,4,6.299999952,617
-0.200000003,61.29999924,2.599999905,-3.015411748,1.1,4,4,5,1651
-0.400000006,61.09999847,3.299999952,-3.835869064,1.1,5,4,4.499999881,1036
0.600000024,58.09999847,2.700000048,-2.170166518,1.1,6,4,5.400000095,244
-0.200000003,57.40000153,3.799999952,-3.953364372,1.1,7,4,5.099999905,579
0,56.40000153,2.900000095,-3.044621564,1.1,8,4,5.299999952,396
0.899999976,56.59999847,1.600000024,-0.649802231,1.1,9,4,6.5,856
0.100000001,57.90000153,1.399999976,-1.260103701,1.1,10,4,6.799999952,241
0.400000006,57.5,2.5,-2.223209137,1.1,11,4,5.600000143,352
0.200000003,58.20000076,3,-2.891216873,1.1,12,4,5.799999952,321
-0.400000006,61.5,2.400000095,-3.056388749,1.1,13,4,5.599999905,567
-0.899999976,60.09999847,2.5,-3.736135214,1.1,14,4,5.5,722
0.699999988,55.09999847,3,-2.301679817,1.1,15,4,5.099999904,846
0.100000001,57.90000153,2.299999952,-2.376538914,1.1,16,4,7,533
0,58.59999847,2.099999905,-2.280638652,1.1,17,4,5.799999953,685
0.899999976,56,1.399999976,-0.365809299,1.1,18,4,6.200000047,1015
0.100000001,57.90000153,2.400000095,-2.476176783,1.1,19,4,5.399999857,326
-0.200000003,60.40000153,5,-4.665717265,1.1,20,4,4.80000019,955
-0.400000006,39.59999847,2.799999952,-3.429055684,1.1,21,4,5.400000095,626
-0.800000012,61.20000076,3.400000095,-4.38679202,1.1,22,4,5.299999952,697
0,57.79999924,1.600000024,-1.665085426,1.1,23,4,6,397
0.200000003,58.90000153,2.400000095,-2.36013439,1.1,24,4,5.299999953,471
0.100000001,49.79999924,1.5,-1.410332319,2.1,1,5,6.899999857,1460
0.5,51.59999847,2.5,-2.106830213,2.1,2,5,7.099999904,1001
0.400000006,51.90000153,1.700000048,-1.347028669,2.1,3,5,8.899999857,878
0,56.79999924,1.700000048,-1.800149673,2.1,4,5,7.799999953,2068
0,53.20000076,1.799999952,-1.92862132,2.1,5,5,6.599999905,1264
0.699999988,49.90000153,1.899999976,-1.252074009,2.1,6,5,7.400000095,305
0.200000003,50.40000153,2.400000095,-2.36013439,2.1,7,5,7.30000019,753
0.300000012,50.29999924,1.899999976,-1.708696363,2.1,8,5,8.19999981,460
1,47.40000153,1.200000048,0.06567188,2.1,9,5,8.799999714,1140
-0.100000001,50.79999924,0.800000012,-0.312782877,2.1,10,5,10.39999962,296
0.300000012,50.5,2,-1.824647558,2.1,11,5,7.799999953,470
0.600000024,50.90000153,2.299999952,-1.798070321,2.1,12,5,8.099999904,386
-0.300000012,56.70000076,1.399999976,-1.70725093,2.1,13,5,8.69999981,718
-0.600000024,51.40000153,1.5,-2.196519997,2.1,14,5,9.299999714,956
1,47.70000076,1.799999952,-0.791338703,2.1,15,5,7.400000095,1054
0.400000006,50.40000153,2.099999905,-1.820815313,2.1,16,5,8.900000095,736
0.100000001,50.5,1.5,-1.410332319,2.1,17,5,7.599999905,831
1,47.09999847,1.200000048,0.06567188,2.1,18,5,8.099999905,1250
0.400000006,52.5,1.5,-1.073394749,2.1,19,5,7.400000096,369
0.100000001,54.40000153,2.799999952,-2.842435202,2.1,20,5,7.699999809,1348
0,35.5,1.899999976,-2.051163163,2.1,21,5,7.299999953,733
-0.699999988,55.20000076,1.899999976,-2.850252317,2.1,22,5,8.099999905,940
0.200000003,51.40000153,1.399999976,-1.148316895,2.1,23,5,8,449
0.200000003,51.40000153,1.899999976,-1.822851969,2.1,24,5,7.100000143,694
3.599999905,61,1,3.276156968,1.8,1,6,9.300000191,1387
3.700000048,62.5,1.899999976,2.17259392,1.8,2,6,9.000000179,1059
3.400000095,65.90000153,1.299999952,2.570068937,1.8,3,6,10.19999957,937
3.299999952,69.69999695,1.700000048,1.9380985,1.8,4,6,8.700000167,2184
3.400000095,67.59999847,1.299999952,2.570068937,1.8,5,6,8.499999821,1461
4,61.90000153,1.799999952,2.620509147,1.8,6,6,9.599999607,346
3.200000048,65.69999695,2.599999905,0.952531642,1.8,7,6,9.200000048,733
3.200000048,66.80000305,2.099999905,1.397948062,1.8,8,6,9.599999785,438
3.700000048,64.09999847,1.100000024,3.212654594,1.8,9,6,11.40000033,1220
2.5,66.59999847,0.600000024,3.001593602,1.8,10,6,12.59999991,317
3.400000095,63.20000076,2.200000048,1.532804513,1.8,11,6,9.500000239,569
4,63.79999924,2.400000095,2.04947648,1.8,12,6,9.100000203,441
3,70.19999695,1.299999952,2.125156281,1.8,13,6,10.00000024,745
2.900000095,64.69999695,1.899999976,1.259349212,1.8,14,6,9.799999714,973
3.799999952,61.5,1.700000048,2.504499746,1.8,15,6,9.600000203,1136
3.799999952,62.70000076,2.400000095,1.817391642,1.8,16,6,10.20000017,753
3.200000048,65.09999847,1.600000024,1.944810528,1.8,17,6,9.500000239,865
4,58.20000076,1.399999976,3.099581644,1.8,18,6,10.20000041,1371
3.599999905,66.19999695,1.600000024,2.396047354,1.8,19,6,9.399999797,375
3.400000095,67.09999847,2.599999905,1.185940128,1.8,20,6,9.000000179,1264
3.400000095,47.09999847,2,1.726843382,1.8,21,6,9.299999595,782
2.599999905,68.5,1.799999952,1.028313375,1.8,22,6,9.599999905,1043
3.700000048,62.70000076,1.299999952,2.903753297,1.8,23,6,9.700000167,376
3.5,63.70000076,2.099999905,1.742815507,1.8,24,6,8.900000393,741
4.699999809,56.29999924,0.800000012,4.857671084,0.1,1,7,10.2999996,1430
5.099999905,56.59999847,1.100000024,4.752533206,0.1,2,7,10.19999999,948
4.900000095,56.09999847,1.5,3.980668813,0.1,3,7,10.40000019,876
4.099999905,64.5,1.399999976,3.211368341,0.1,4,7,9.300000384,2026
4.5,60.20000076,1.399999976,3.658515663,0.1,5,7,8.600000203,1439
5.300000191,54.90000153,1.5,4.429919005,0.1,6,7,10.40000018,316
4.5,57.09999847,1.700000048,3.297461545,0.1,7,7,9.000000357,616
4.699999809,57.29999924,1.299999952,4.016034406,0.1,8,7,9.200000375,441
5.199999809,55.09999847,0.899999976,5.201817863,0.1,9,7,11.29999963,1174
3.700000048,56.90000153,0.800000012,3.78049339,0.1,10,7,12.09999967,316
4.800000191,55.20000076,1.5,3.868356398,0.1,11,7,10.1,488
5,58,1.700000048,3.863862792,0.1,12,7,9.499999644,446
3.900000095,63.40000153,1.100000024,3.432637327,0.1,13,7,10.90000022,666
3.799999952,57.5,1.299999952,3.014981328,0.1,14,7,9.800000191,929
5.400000095,54.40000153,1.399999976,4.664597003,0.1,15,7,9.80000019,1145
5.099999905,56.79999924,1.600000024,4.088186057,0.1,16,7,11.09999981,701
4.599999905,55.29999924,1.200000048,4.048411826,0.1,17,7,9.899999798,824
4.800000191,55.40000153,0.800000012,4.965389291,0.1,18,7,11.2000004,1298
4.699999809,58.09999847,1.299999952,4.016034406,0.1,19,7,9.200000375,402
4.300000191,62.29999924,2.200000048,2.570791756,0.1,20,7,9.399999999,1279
4.599999905,41.20000076,1.5,3.643731034,0.1,21,7,10.00000018,748
3.900000095,59,1.600000024,2.73447531,0.1,22,7,10.10000002,955
4.900000095,54.5,1.100000024,4.532550735,0.1,23,7,9.899999798,326
4.699999809,56.20000076,1.600000024,3.636948962,0.1,24,7,8.900000378,659
5,43.20000076,0.600000024,5.645474883,0,1,1,10.40000019,1000
5.199999809,46.40000153,1.299999952,4.572175093,0,2,1,10.99999982,662
5.199999809,44.90000153,1,5.024948322,0,3,1,11,534
4.199999809,51.40000153,1.399999976,3.323155038,0,4,1,9.600000001,1351
5,47.70000076,1,4.806349599,0,5,1,8.999999643,843
5.400000095,42,1.200000048,4.933465382,0,6,1,11.19999981,204
5.099999905,43.79999924,1.5,4.205293641,0,7,1,9.399999976,485
5.099999905,45.90000153,1.100000024,4.752533206,0,8,1,10.50000038,310
5.400000095,42.40000153,0.699999988,5.826178238,0,9,1,12.40000021,649
4,46.5,0.5,4.884193152,0,10,1,13.59999991,205
5.099999905,42.79999924,1.799999952,3.871519918,0,11,1,11.1000002,361
5.400000095,44.5,1.5,4.542231419,0,12,1,9.700000404,343
4,48.59999847,1,3.713354937,0,13,1,11.40000021,567
4.099999905,39.70000076,1.100000024,3.652619799,0,14,1,10.3999998,727
5.400000095,42.90000153,1.299999952,4.794631687,0,15,1,10.00000036,672
5.199999809,45.40000153,1.700000048,4.090423074,0,16,1,11.09999961,467
4.900000095,43.5,1.100000024,4.532550735,0,17,1,10.30000037,534
5,44.40000153,0.800000012,5.180824675,0,18,1,12.60000014,827
5.300000191,45,1,5.134248206,0,19,1,9.499999822,259
4.800000191,48.70000076,2,3.330742582,0,20,1,9.900000184,919
5.099999905,26.10000038,1.299999952,4.460947062,0,21,1,11.00000018,539
3.900000095,45.59999847,1.299999952,3.126209625,0,22,1,10.40000039,657
5,40.70000076,1.100000024,4.64254197,0,23,1,9.800000368,330
5,42.90000153,1.299999952,4.349719031,0,24,1,10.29999962,528
6.199999809,45.40000153,0.400000006,7.50478429,2.1,1,2,12.19999962,1284
6.400000095,48.79999924,1.100000024,6.182420845,2.1,2,2,11.90000018,881
6.199999809,48.59999847,1.200000048,5.81851841,2.1,3,2,12.09999979,755
6.199999809,50.09999847,1.399999976,5.558891113,2.1,4,2,11.09999961,1837
6.5,43.70000076,0.899999976,6.612916819,2.1,5,2,10.69999957,1129
6.599999905,45.40000153,1.299999952,6.129369124,2.1,6,2,11.89999998,280
6.300000191,42,2,5.049205894,2.1,7,2,10.29999983,578
6.199999809,43.20000076,1.700000048,5.223225567,2.1,8,2,11.6000002,418
6.5,46,0.899999976,6.612916819,2.1,9,2,13.09999981,1025
5.099999905,50.20000076,0.699999988,5.505789081,2.1,10,2,14.59999979,264
6.199999809,47.09999847,1.5,5.440731269,2.1,11,2,12.00000018,461
6.800000191,44.20000076,1.700000048,5.902907495,2.1,12,2,10.79999983,375
5.900000095,47.59999847,1.100000024,5.632464142,2.1,13,2,12.39999962,648
6,40.40000153,1.600000024,5.103469387,2.1,14,2,10.8999998,878
6.599999905,40.5,1.299999952,6.129369124,2.1,15,2,12.10000002,1028
6.400000095,48.40000153,1.799999952,5.349987536,2.1,16,2,12.19999963,684
6.099999905,47.29999924,1.100000024,5.852446613,2.1,17,2,11.89999962,743
6.400000095,45,0.800000012,6.68887391,2.1,18,2,14.00000018,1100
6.5,46.20000076,1.299999952,6.018141093,2.1,19,2,11.20000017,353
6.400000095,47.70000076,2,5.163770005,2.1,20,2,11.2999996,1212
6.5,25.39999962,1.399999976,5.894251737,2.1,21,2,11.19999981,704
5.599999905,46.20000076,1.5,4.766856248,2.1,22,2,11.00000018,849
6.5,43.90000153,1.100000024,6.292412081,2.1,23,2,10.80000019,377
6.199999809,46.20000076,1.600000024,5.329087666,2.1,24,2,11.39999998,545
2.900000095,63.5,1.899999976,1.259349212,4.1,1,4,5.899999917,1057
3.5,66.19999695,2.700000048,1.22338548,4.1,2,4,5.299999953,681
3.400000095,66,1.799999952,1.938139686,4.1,3,4,6.100000024,537
2.5,67,2.299999952,0.400110211,4.1,4,4,6.5,1325
2.799999952,67.69999695,2.299999952,0.747191296,4.1,5,4,6.699999988,932
3.799999952,63.5,2.299999952,1.904128432,4.1,6,4,5.599999905,218
2.799999952,64.90000153,2.900000095,0.24873923,4.1,7,4,6.300000094,442
3.099999905,64.19999695,2.400000095,1.005094847,4.1,8,4,6.200000167,293
4,65.40000153,1,3.713354937,4.1,9,4,6.5,718
3.099999905,65.19999695,1.200000048,2.388936804,4.1,10,4,7.300000094,199
3.400000095,64.19999695,2.5,1.268158885,4.1,11,4,5.800000191,408
3.299999952,63.90000153,2.700000048,0.989347353,4.1,12,4,6.599999785,297
2.5,67.40000153,2,0.695765285,4.1,13,4,6.699999809,455
2.099999905,65.80000305,1.899999976,0.346104231,4.1,14,4,6.399999797,659
3.900000095,61,2.400000095,1.933434199,4.1,15,4,6.100000143,728
3.299999952,64.69999695,2.400000095,1.237179685,4.1,16,4,6.700000107,514
3.299999952,64.19999695,1.799999952,1.824411261,4.1,17,4,6.400000215,606
4,62.79999924,1.299999952,3.237437656,4.1,18,4,6.000000239,866
3.099999905,63.59999847,1.799999952,1.596954684,4.1,19,4,6.700000167,253
2.599999905,66,4,-0.71292409,4.1,20,4,6.400000095,825
2.5,45.5,2.299999952,0.400110211,4.1,21,4,6.800000012,529
2.099999905,66.5,2.599999905,-0.331214897,4.1,22,4,6.299999833,663
3.099999905,63,1.799999952,1.596954684,4.1,23,4,6.699999988,311
3.299999952,64.90000153,2.200000048,1.417472444,4.1,24,4,5.400000095,502
4.300000191,51.90000153,1,4.041253544,1.3,1,5,10.99999964,1339
4.599999905,53.90000153,1.600000024,3.524139823,1.3,2,5,10.89999998,877
4,54.79999924,1.100000024,3.542628563,1.3,3,5,11.79999995,761
4.400000095,59.20000076,1.5,3.419106206,1.3,4,5,9.399999999,1786
4.400000095,57.09999847,1.200000048,3.827148701,1.3,5,5,9.500000179,1099
4.599999905,51.79999924,1.600000024,3.524139823,1.3,6,5,10.90000039,260
4.5,54.5,2.200000048,2.801455343,1.3,7,5,9.399999797,560
4.300000191,56.40000153,1.700000048,3.070901263,1.3,8,5,10.69999999,377
4.5,51.79999924,1,4.259852268,1.3,9,5,12.10000014,932
3.200000048,56.20000076,0.699999988,3.476659196,1.3,10,5,13.89999962,222
4.199999809,53.20000076,2,2.64335682,1.3,11,5,11.2000004,430
4.900000095,52.70000076,2,3.445306693,1.3,12,5,10.2999998,359
4.099999905,57.70000076,1.299999952,3.348665687,1.3,13,5,11.2999996,677
3.5,52.5,1.700000048,2.164659052,1.3,14,5,11.20000041,864
4.800000191,52.5,1.700000048,3.637302509,1.3,15,5,10.79999981,973
4.5,52.09999847,1.700000048,3.297461545,1.3,16,5,11.69999981,628
4,53,1.200000048,3.384621923,1.3,17,5,11.30000019,726
