Æò±Õ±â¿Â,Æò±Õ½Àµµ,Æò±ÕÇ³¼Ó,Ã¼°¨¿Âµµ,Æò±ÕÀü¿î·®,½Ã±º±¸,¿äÀÏ,Diff,SUM
15.5,43.09999847,2.299999952,15.44029298,2,5,3,7.30000019,943
16.60000038,32.29999924,2.599999905,16.59089692,2,6,3,8.20000076,210
15.60000038,41.90000153,3.099999905,15.22999735,2,7,3,7.70000076,431
15.69999981,42,2.799999952,15.46012334,2,8,3,10.09999943,314
16.79999924,28.79999924,1.700000048,17.23093134,2,9,3,8.90000057,750
15.80000019,33,1.299999952,16.36235809,2,10,3,10.09999943,167
16.39999962,31.39999962,2.799999952,16.28139178,2,11,3,8,389
16.20000076,40.5,2.900000095,16.00982425,2,12,3,9.29999924,283
15.39999962,47,2.099999905,15.42255921,2,13,3,9.60000038,463
15.10000038,39.40000153,2.400000095,14.93018237,2,14,3,8.90000057,673
16.60000038,36.79999924,2.599999905,16.59089692,2,15,3,7.39999962,792
16.20000076,35.5,2.5,16.16466278,2,16,3,9.80000019,542
16.20000076,29.79999924,2,16.39106441,2,17,3,8.79999924,513
16.70000076,33.20000076,1.600000024,17.17405967,2,18,3,9.5,882
16,41.70000076,2.200000048,16.06462427,2,19,3,8.70000076,225
15.5,45.70000076,4.099999905,14.7905055,2,20,3,8.5,1060
16.5,18.5,2.5,16.51379868,2,21,3,8.60000038,495
15,43.29999924,2.900000095,14.59838299,2,22,3,9.69999981,697
16.29999924,31.10000038,1.700000048,16.6645301,2,23,3,8.39999962,290
16.10000038,32.5,2.900000095,15.89220377,2,24,3,7.29999924,437
14.30000019,40.90000153,1.600000024,14.46663709,0.4,1,4,8.90000057,1161
14.5,42.20000076,2.799999952,14.05223443,0.4,2,4,9.600000381,597
14.60000038,43,2,14.55803644,0.4,3,4,10.39999962,628
14.19999981,49,2.599999905,13.78999508,0.4,4,4,9.800000189,1427
14.19999981,43.70000076,2,14.0997789,0.4,5,4,9.20000076,929
14.89999962,40,2.400000095,14.6980967,0.4,6,4,9.90000057,193
14.10000038,44.70000076,3.400000095,13.34140371,0.4,7,4,9.39999962,467
14.39999962,44.40000153,3.099999905,13.81175522,0.4,8,4,9.90000057,326
15.10000038,39.59999847,1.700000048,15.3051684,0.4,9,4,10.90000057,801
14.30000019,42.90000153,1.399999976,14.61362264,0.4,10,4,13.30000067,149
14.80000019,40.79999924,2.799999952,14.40420693,0.4,11,4,9.79999924,420
14.89999962,41.90000153,3,14.44117266,0.4,12,4,8.90000057,285
13.80000019,47.59999847,2,13.64152245,0.4,13,4,11.5,571
13.69999981,41.79999924,2.299999952,13.35780591,0.4,14,4,11.29999924,684
14.89999962,40.5,2.5,14.65173535,0.4,15,4,10.30000019,802
14.80000019,41.20000076,2.599999905,14.49022082,0.4,16,4,10.69999981,616
14.60000038,39.59999847,2,14.55803644,0.4,17,4,9.89999962,593
15.10000038,38.20000076,1.799999952,15.24434663,0.4,18,4,11.59999943,832
14.69999981,45.5,1.799999952,14.78943293,0.4,19,4,10.60000038,201
14.10000038,47.70000076,3.599999905,13.26894672,0.4,20,4,9.79999924,1155
15,21.20000076,2.599999905,14.72362903,0.4,21,4,9.60000038,522
13.39999962,46.29999924,2.700000048,12.80826953,0.4,22,4,10.59999943,655
14.69999981,35.70000076,1.799999952,14.78943293,0.4,23,4,10.39999962,268
14.60000038,41.29999924,2.799999952,14.16955897,0.4,24,4,9.29999924,489
14.89999962,55.5,1,15.62699633,3.3,1,5,11.29999924,1597
15.19999981,56,2.599999905,14.95703724,3.3,2,5,10.79999924,911
15.10000038,60.09999847,2.299999952,14.97751857,3.3,3,5,11.5,907
15,61.90000153,2.200000048,14.91130523,3.3,4,5,9.5,2081
14.60000038,58.29999924,2,14.55803644,3.3,5,5,9.19999981,1362
15.19999981,56.29999924,2.299999952,15.09321162,3.3,6,5,10.60000038,279
14.19999981,62.70000076,3.5,13.42396729,3.3,7,5,9.30000114,671
14.5,61,3.5,13.78166576,3.3,8,5,10,493
15.69999981,57.40000153,1.299999952,16.25112953,3.3,9,5,13.29999924,1179
14.69999981,59.59999847,1.299999952,15.13884815,3.3,10,5,15.09999943,175
15.39999962,56.70000076,2.099999905,15.42255921,3.3,11,5,11.00000095,526
15.10000038,57.40000153,2.900000095,14.71600347,3.3,12,5,10.10000038,367
15,61.5,2.099999905,14.96273632,3.3,13,5,10.29999924,693
14.69999981,56.70000076,2.599999905,14.37351616,3.3,14,5,10.39999962,999
15.30000019,55.20000076,2.5,15.11725174,3.3,15,5,10.20000076,1188
15.10000038,56.40000153,2.799999952,14.75617944,3.3,16,5,11.20000076,908
15.30000019,56.5,2.299999952,15.20890577,3.3,17,5,11.20000076,743
15.80000019,50.59999847,2.299999952,15.78737434,3.3,18,5,11.5,1413
14.89999962,62.29999924,2.5,14.65173535,3.3,19,5,10.59999943,360
14.60000038,63.29999924,3.599999905,13.8663381,3.3,20,5,10.60000038,1845
15.39999962,37.59999847,2.5,15.23363,3.3,21,5,10.5,743
14.30000019,60.90000153,2.799999952,13.81758646,3.3,22,5,10.09999943,1040
15.5,49.90000153,1.5,15.88579597,3.3,23,5,11,346
15,57.79999924,3.400000095,14.41223384,3.3,24,5,9.70000076,630
17.20000076,47.20000076,0.899999976,18.22734581,0,1,6,12.60000038,1486
17.5,48.5,1.799999952,17.97382447,0,2,6,12.70000076,910
17.29999924,50.70000076,1.899999976,17.69775397,0,3,6,13.59999943,933
17.29999924,51.09999847,2.200000048,17.56393813,0,4,6,11.89999962,1988
17.29999924,47.40000153,1.600000024,17.85091343,0,5,6,12.09999943,1512
17.60000038,48,1.799999952,18.08755317,0,6,6,12.79999924,276
17,49.40000153,3.099999905,16.88461167,0,7,6,11.89999962,682
17.20000076,50.20000076,2.599999905,17.29112266,0,8,6,13.5,479
17.79999924,48.90000153,1.100000024,18.72143274,0,9,6,14.19999981,1137
16.60000038,51.5,1,17.48508809,0,10,6,16.19999981,195
17.5,47.70000076,2,17.8803984,0,11,6,13.50000095,560
17.79999924,46.29999924,2.599999905,17.99134617,0,12,6,12.89999962,359
17.10000038,51.59999847,1.899999976,17.46944408,0,13,6,13.39999962,721
16.89999962,46.79999924,2.400000095,17.01894453,0,14,6,13,923
17.79999924,46.5,2,18.22409019,0,15,6,13.69999981,1366
17.60000038,47.29999924,2.200000048,17.90993516,0,16,6,13.30000114,1088
17.5,47.59999847,2,17.8803984,0,17,6,13.40000057,759
18.10000038,49.40000153,1.899999976,18.61100004,0,18,6,15.09999943,1438
17.39999962,49.59999847,2.099999905,17.72167587,0,19,6,12.70000076,346
17.10000038,51.20000076,3.200000048,16.97133587,0,20,6,11.89999962,2121
18,26.39999962,2.200000048,18.37126234,0,21,6,13,813
16.60000038,50.59999847,2.400000095,16.67081824,0,22,6,12.39999962,916
17.70000076,40,1.299999952,18.47569334,0,23,6,13.70000076,331
17.5,48.5,2.5,17.67758799,0,24,6,12.5,684
19.79999924,56.40000153,0.899999976,21.04954165,0,1,7,14,1469
20.20000076,56.59999847,2,20.97363324,0,2,7,12.70000076,869
20,59.20000076,2,20.74450392,0,3,7,12.59999943,921
19.5,63,1.899999976,20.20917794,0,4,7,11.5,1955
19.60000038,60.09999847,1.700000048,20.40277962,0,5,7,11.79999924,1481
20.29999924,55.59999847,2,21.08819571,0,6,7,12.79999924,269
19.10000038,62.09999847,2.900000095,19.42080468,0,7,7,12.00000095,639
19.39999962,61.90000153,3.099999905,19.72109368,0,8,7,12.69999886,408
20.5,55,1.100000024,21.69119978,0,9,7,13.59999943,1148
19.39999962,58.59999847,0.899999976,20.61535784,0,10,7,16.60000038,211
20.29999924,55.59999847,2,21.08819571,0,11,7,13.30000019,517
20.10000038,58,2.5,20.70344063,0,12,7,13.09999943,389
19.39999962,63.20000076,1.5,20.26598388,0,13,7,12.60000038,680
19.39999962,57.70000076,2.099999905,20.02079253,0,14,7,12.10000038,949
20.29999924,55.5,2.200000048,21.02389524,0,15,7,13,1265
20.20000076,55,2.299999952,20.8778984,0,16,7,14,1004
20.20000076,55.79999924,1.799999952,21.04448841,0,17,7,13.59999943,748
20.89999962,51.59999847,1.700000048,21.875422,0,18,7,13.5,1297
19.60000038,62,2,20.28624748,0,19,7,12.79999924,325
19.29999924,63.59999847,2.900000095,19.6560434,0,20,7,12,1866
20.39999962,35.40000153,2.099999905,21.17035087,0,21,7,12.59999943,754
19,62.09999847,2.200000048,19.52458138,0,22,7,11.79999924,968
20.20000076,48.90000153,1.299999952,21.25639677,0,23,7,13.89999962,277
20.10000038,56.70000076,3,20.57235913,0,24,7,11.90000057,686
20.39999962,54.5,0.600000024,21.93178317,0,1,1,14.40000057,1013
20.70000076,54.59999847,1.5,21.72604794,0,2,1,14.00000095,601
20.79999924,53.5,1.299999952,21.9237639,0,3,1,14.69999981,691
20,62.40000153,1.5,20.93985943,0,4,1,14.60000038,1386
20.29999924,55.79999924,1.100000024,21.47121626,0,5,1,13.70000076,1006
21,52.09999847,1.399999976,22.10333828,0,6,1,14.10000038,214
19.89999962,59,2,20.62993926,0,7,1,14,730
20.20000076,58.59999847,1.600000024,21.12238331,0,8,1,15.70000076,326
21.39999962,51.40000153,0.699999988,22.91358857,0,9,1,15,818
20,54.70000076,0.600000024,21.50876257,0,10,1,16.40000057,125
20.79999924,51.90000153,1.600000024,21.79923707,0,11,1,14.00000095,391
20.70000076,55,1.899999976,21.57904595,0,12,1,13.70000076,275
19.70000076,61.09999847,1.299999952,20.70025609,0,13,1,16.19999981,593
19.60000038,53.5,1.799999952,20.3621184,0,14,1,14.29999924,715
20.60000038,54,1.600000024,21.57361986,0,15,1,15,832
20.70000076,53.79999924,1.399999976,21.76797872,0,16,1,14.69999981,736
20.79999924,50.70000076,1.299999952,21.9237639,0,17,1,14.10000038,534
21.10000038,51.09999847,0.899999976,22.46064165,0,18,1,14.5,979
20.29999924,59.29999924,1.200000048,21.41758298,0,19,1,14.29999924,244
20,60.79999924,1.700000048,20.85590019,0,20,1,14.39999962,1154
21.20000076,31.20000076,1.600000024,22.25047578,0,21,1,14.5,599
19.60000038,56.5,1.799999952,20.3621184,0,22,1,14.70000076,589
20.79999924,43.09999847,1.299999952,21.9237639,0,23,1,14.39999962,290
20.60000038,52.29999924,1.600000024,21.57361986,0,24,1,13.29999924,471
20.89999962,47.5,0.600000024,22.46055942,3.1,1,2,10.79999924,1271
21.20000076,50.09999847,1.299999952,22.36867815,3.1,2,2,10.79999924,670
21.5,49.40000153,1.100000024,22.79111319,3.1,3,2,12.5,738
20.39999962,55.29999924,1.5,21.38910909,3.1,4,2,12.39999962,1700
20.89999962,46.5,1.100000024,22.13116472,3.1,5,2,11.19999981,1059
21.5,48.09999847,1.299999952,22.70236171,3.1,6,2,10.80000114,214
20.5,50.5,1.799999952,21.38567233,3.1,7,2,13,806
20.79999924,50.09999847,1.399999976,21.87976382,3.1,8,2,13.19999886,365
21.79999924,47.79999924,0.600000024,23.41235628,3.1,9,2,12.60000038,904
20.29999924,52.40000153,0.600000024,21.82602751,3.1,10,2,14.79999924,187
21.5,48.5,1.5,22.62454725,3.1,11,2,11.5,430
21.29999924,47,1.799999952,22.29549755,3.1,12,2,11.39999962,330
20.20000076,54.5,1.299999952,21.25639677,3.1,13,2,14.19999886,554
20.39999962,46.70000076,1.600000024,21.34800051,3.1,14,2,11.69999981,791
21.10000038,46.59999847,1.600000024,22.1376661,3.1,15,2,11.60000038,1001
21.29999924,47.20000076,1.399999976,22.43869784,3.1,16,2,12.10000038,735
21.60000038,47.59999847,1.100000024,22.90110495,3.1,17,2,11.39999962,609
21.70000076,45.59999847,1.100000024,23.01109671,3.1,18,2,12,1114
20.79999924,51.29999924,1.200000048,21.97074132,3.1,19,2,13.39999962,267
20.5,53.40000153,2,21.31732503,3.1,20,2,12.30000114,1255
21.79999924,27.39999962,1.399999976,22.99763186,3.1,21,2,11.20000076,661
20.29999924,50.20000076,1.799999952,21.15821493,3.1,22,2,12.5,714
21.60000038,36.90000153,1.200000048,22.85579593,3.1,23,2,11.29999924,255
21.29999924,49.09999847,1.5,22.39992135,3.1,24,2,10.40000152,502
22,40.20000076,0.600000024,23.62386759,0,1,7,15.30000114,1177
22,44.40000153,1.200000048,23.29832218,0,2,7,15.19999981,689
22,43,1.200000048,23.29832218,0,3,7,14.80000019,899
21.39999962,46.5,1.399999976,22.55048507,0,4,7,15.69999886,1722
22,36.70000076,1,23.38725884,0,5,7,13.5,1234
22.29999924,41.09999847,1.299999952,23.59218596,0,6,7,14.69999981,227
21.79999924,39.29999924,1.899999976,22.83475576,0,7,7,13.70000076,935
21.79999924,40.79999924,1.5,22.96148396,0,8,7,15.19999981,345
22.39999962,40.90000153,0.5,24.12223981,0,9,7,15.5,891
20.79999924,45.40000153,0.600000024,22.35480377,0,10,7,17.60000038,182
22,42.09999847,1.799999952,23.09159625,0,11,7,14.69999886,472
22.39999962,38,1.799999952,23.54650886,0,12,7,13.29999924,342
21,45,1.100000024,22.24115648,0,13,7,16.90000057,632
21.20000076,37.90000153,1.200000048,22.41326968,0,14,7,14.60000038,907
22,37.90000153,1.5,23.18610986,0,15,7,14.69999981,1196
22.10000038,42.09999847,1.5,23.29842281,0,16,7,15.80000019,1193
22.10000038,40.29999924,1.299999952,23.36973096,0,17,7,14.39999962,657
22.20000076,40.09999847,1.100000024,23.56105341,0,18,7,16.10000038,1258
22,42.5,1,23.38725884,0,19,7,14.60000038,269
21.5,45,1.899999976,22.49228984,0,20,7,15.30000019,2037
22.89999962,18.79999924,1.200000048,24.29400677,0,21,7,14.20000076,696
21,42.09999847,1.600000024,22.02485642,0,22,7,14.5,773
22.29999924,29.39999962,1.100000024,23.67104307,0,23,7,14.60000038,302
22,42,1.600000024,23.15294889,0,24,7,14.10000038,596
21.29999924,46,0.800000012,22.73882446,7.4,1,4,11.10000038,1194
21.70000076,48.5,1.5,22.84917315,7.4,2,4,11.70000076,668
22.10000038,46.59999847,1.100000024,23.45106165,7.4,3,4,12.5,673
21.20000076,53.09999847,1.600000024,22.25047578,7.4,4,4,9.29999924,1617
21.60000038,42.70000076,1.200000048,22.85579593,7.4,5,4,9.20000076,1004
22.10000038,45.70000076,1.299999952,23.36973096,7.4,6,4,11.59999848,186
21.60000038,45.09999847,1.799999952,22.63668364,7.4,7,4,10.20000076,856
21.5,46.09999847,1.100000024,22.79111319,7.4,8,4,11.10000038,333
22.29999924,43.90000153,0.200000003,24.37225108,7.4,9,4,13,913
21,49.20000076,0.5,22.65847576,7.4,10,4,14.80000114,131
21.89999962,46.09999847,1.700000048,23.00822449,7.4,11,4,12.19999886,460
22.10000038,43.90000153,2,23.150353,7.4,12,4,9.80000114,259
21,51.40000153,1.200000048,22.1920055,7.4,13,4,10.60000038,586
21.20000076,44.70000076,1.299999952,22.36867815,7.4,14,4,10.29999924,748
21.89999962,43.20000076,1.700000048,23.00822449,7.4,15,4,11.29999924,925
21.70000076,46.29999924,1.600000024,22.81452201,7.4,16,4,12.69999886,893
22.10000038,44.09999847,1.100000024,23.45106165,7.4,17,4,12,612
22.10000038,44,1,23.49655873,7.4,18,4,13.29999924,1055
21.79999924,48.20000076,0.899999976,23.22046281,7.4,19,4,10.70000076,264
21.5,49.20000076,1.899999976,22.49228984,7.4,20,4,9.39999962,1658
22.39999962,26.20000076,1.399999976,23.66835311,7.4,21,4,9.60000038,656
21,48.70000076,1.600000024,22.02485642,7.4,22,4,10.70000076,711
22,37.29999924,1.200000048,23.29832218,7.4,23,4,10.69999886,308
21.89999962,45.79999924,1.399999976,23.10941909,7.4,24,4,11.10000038,540
21.20000076,57.70000076,1.399999976,22.32691274,5.1,1,7,10.40000152,1369
21.60000038,59.20000076,2.700000048,22.40383133,5.1,2,7,10.19999886,896
21.79999924,59.09999847,1.899999976,22.83475576,5.1,3,7,11,1037
21.20000076,62.29999924,2.299999952,22.03483554,5.1,4,7,10,2019
21.10000038,58.59999847,1.600000024,22.1376661,5.1,5,7,10.30000114,1392
22,56.70000076,2.099999905,23.00964463,5.1,6,7,10.19999886,283
20.79999924,61.29999924,3.200000048,21.35430147,5.1,7,7,10,1063
21.20000076,60.70000076,1.899999976,22.14982393,5.1,8,7,11.09999848,442
22.29999924,54.90000153,1.200000048,23.63021634,5.1,9,7,9.89999962,1210
21.79999924,56.20000076,1.200000048,23.077058,5.1,10,7,10.60000038,196
22,56.79999924,2.799999952,22.85154152,5.1,11,7,10.10000038,497
21.79999924,56.79999924,3.099999905,22.55757568,5.1,12,7,10.60000038,371
20.89999962,62.90000153,1.700000048,21.875422,5.1,13,7,11.20000076,731
20.89999962,57.70000076,1.899999976,21.80735583,5.1,14,7,10.5,943
21.89999962,55.40000153,2.5,22.79826049,5.1,15,7,9.39999962,1135
22,55.90000153,2.200000048,22.98453849,5.1,16,7,11.89999962,1061
21.89999962,56,1.899999976,22.94891179,5.1,17,7,11.20000076,728
22.39999962,53.59999847,1.600000024,23.60418545,5.1,18,7,10.60000038,1445
21.29999924,61,1.700000048,22.32854256,5.1,19,7,11.19999886,304
20.89999962,62.5,3.099999905,21.49389521,5.1,20,7,10.79999924,1500
22.10000038,38.59999847,2.400000095,23.05314977,5.1,21,7,10.39999962,798
20.5,61.5,2.5,21.16895591,5.1,22,7,9.89999962,941
21.70000076,48.79999924,1.700000048,22.78166529,5.1,23,7,11,311
21.70000076,58.29999924,2.400000095,22.58898065,5.1,24,7,9.89999962,698
15.60000038,32.70000076,2.099999905,15.65247175,0.9,1,6,6.80000019,1236
15.80000019,35,3.400000095,15.36408348,0.9,2,6,6.90000057,846
15.80000019,35,2.5,15.69914639,0.9,3,6,7.59999943,886
15.69999981,38,3.200000048,15.31291526,0.9,4,6,6.70000076,1978
15.39999962,34,2.5,15.23363,0.9,5,6,6,1376
16.20000076,33.29999924,2.900000095,16.00982425,0.9,6,6,7.60000038,236
15.30000019,37,4.300000191,14.49231254,0.9,7,6,6.09999943,1008
15.39999962,38.20000076,3.799999952,14.7592148,0.9,8,6,6.30000114,448
16.29999924,31.39999962,2.200000048,16.4106191,0.9,9,6,7.79999924,1159
15.5,34.40000153,1.5,15.88579597,0.9,10,6,10.59999943,186
16.10000038,32.20000076,3.599999905,15.65851226,0.9,11,6,6.90000057,509
16.10000038,32.70000076,3.5,15.68939014,0.9,12,6,6.79999924,379
15.39999962,37.40000153,2.5,15.23363,0.9,13,6,7.59999943,644
15.19999981,32.09999847,3.200000048,14.72062243,0.9,14,6,8.70000076,929
16.10000038,32.79999924,3.099999905,15.8209312,0.9,15,6,7.80000019,1055
15.89999962,33.5,3.599999905,15.41955479,0.9,16,6,8.79999924,738
16,31.5,2.599999905,15.89067118,0.9,17,6,7.30000114,723
16.5,30.70000076,2.400000095,16.55477541,0.9,18,6,9.39999962,1342
15.89999962,37,2.400000095,15.85852062,0.9,19,6,7,308
15.39999962,38.40000153,4.099999905,14.66987969,0.9,20,6,6.69999886,990
16.5,13.69999981,3,16.32769175,0.9,21,6,6.60000038,708
14.89999962,36.40000153,3.400000095,14.29325221,0.9,22,6,7.50000095,877
16,24.89999962,1.899999976,16.2137321,0.9,23,6,8.19999886,303
15.89999962,33.79999924,3.799999952,15.35897697,0.9,24,6,6.70000076,645
16.70000076,44.5,1.5,17.23354708,0.5,1,7,11,1209
16.70000076,46.79999924,2.5,16.74655743,0.5,2,7,10.19999981,797
17,46.40000153,2.200000048,17.2179433,0.5,3,7,11,899
16.89999962,50.70000076,2.5,16.97931396,0.5,4,7,10.5,1987
16.60000038,45.90000153,1.799999952,16.95027055,0.5,5,7,10.39999962,1307
17.29999924,44.59999847,2.400000095,17.48311365,0.5,6,7,10.79999924,212
16.29999924,51.40000153,3.400000095,15.95898822,0.5,7,7,9.89999962,975
16.39999962,50.29999924,3.099999905,16.17549061,0.5,8,7,10.5,362
17.70000076,41.20000076,1.700000048,18.25045532,0.5,9,7,11.00000095,1096
16.70000076,44.59999847,1.299999952,17.36341196,0.5,10,7,13.59999943,172
17.29999924,43.40000153,3,17.27095017,0.5,11,7,10.89999962,444
17.29999924,45.59999847,2.900000095,17.30364279,0.5,12,7,10.40000057,348
16.5,51.5,1.700000048,16.89109146,0.5,13,7,11.60000038,559
16.5,44.79999924,2.200000048,16.64128378,0.5,14,7,11.20000076,871
16.89999962,45.5,2.5,16.97931396,0.5,15,7,11.30000019,1066
17.20000076,44.70000076,2.5,17.32845209,0.5,16,7,11.39999962,821
17.20000076,43,2,17.53670661,0.5,17,7,11.29999924,669
17.39999962,41.59999847,2.099999905,17.72167587,0.5,18,7,11.60000038,1258
17.10000038,50.5,1.799999952,17.51891186,0.5,19,7,11.59999943,303
16.5,52.20000076,3.5,16.16632066,0.5,20,7,10.80000114,923
17.60000038,26.5,2.400000095,17.83124215,0.5,21,7,10.69999886,683
16.10000038,49.20000076,2.599999905,16.00737584,0.5,22,7,10.09999943,842
17.29999924,35.5,1.600000024,17.85091343,0.5,23,7,10.80000019,251
17.10000038,45,3,17.03513669,0.5,24,7,10.09999943,629
18.20000076,46,0.899999976,19.31280639,7.3,1,1,10.70000076,1144
18.5,46.59999847,1.299999952,19.36551759,7.3,2,1,10.99999905,739
18.5,47.79999924,1.700000048,19.15669645,7.3,3,1,11,795
18.5,51.29999924,1.5,19.25517161,7.3,4,1,8.80000019,1721
18.29999924,45.20000076,1.299999952,19.14306046,7.3,5,1,9,1115
18.70000076,45.29999924,1.600000024,19.4302446,7.3,6,1,10.40000057,199
18.10000038,48.59999847,2.5,18.37586202,7.3,7,1,8.80000114,912
18.20000076,48.90000153,2.299999952,18.56402413,7.3,8,1,10,394
18.79999924,44.09999847,1,19.88967509,7.3,9,1,12.09999943,1026
17.60000038,48.70000076,0.899999976,18.66152963,7.3,10,1,14.10000038,171
18.5,46,1.700000048,19.15669645,7.3,11,1,11.30000114,477
18.79999924,45.70000076,2.099999905,19.3310571,7.3,12,1,9.69999981,352
18.10000038,51.09999847,1.5,18.80592195,7.3,13,1,10.79999924,586
17.89999962,45.29999924,2,18.33865485,7.3,14,1,10.40000057,846
18.5,46.09999847,1.700000048,19.15669645,7.3,15,1,11.39999962,910
18.70000076,45.09999847,1.799999952,19.33856448,7.3,16,1,11.5,716
18.70000076,44.29999924,1.399999976,19.53224265,7.3,17,1,11.20000076,652
18.79999924,42.5,1.600000024,19.54305213,7.3,18,1,12.80000019,1036
18.39999962,50.09999847,1.600000024,19.09181557,7.3,19,1,9.79999924,243
18.20000076,51.20000076,2.400000095,18.52749695,7.3,20,1,9.20000076,787
19.10000038,27.29999924,1.799999952,19.7934771,7.3,21,1,9.49999905,594
17.70000076,49.70000076,2.099999905,18.06654469,7.3,22,1,9.60000038,863
18.79999924,36.70000076,1.100000024,19.82134615,7.3,23,1,9.90000057,325
18.60000038,46.09999847,2.200000048,19.0632542,7.3,24,1,9.79999924,637
17.39999962,60.20000076,0.699999988,18.64173586,9.4,1,7,5.19999981,1642
17.60000038,61.40000153,1.100000024,18.50145132,9.4,2,7,5.59999943,1070
17.5,62.40000153,1.399999976,18.19080015,9.4,3,7,5.39999962,1085
17.29999924,68.40000153,1.399999976,17.96722569,9.4,4,7,6.10000038,2676
17.60000038,59.90000153,0.800000012,18.75326727,9.4,5,7,5.20000076,1958
17.89999962,59.79999924,1.5,18.58129606,9.4,6,7,5.20000076,291
17.39999962,62.29999924,1.700000048,17.91061327,9.4,7,7,5.40000057,1392
17.5,62.90000153,1.600000024,18.07653278,9.4,8,7,5.90000057,536
17.79999924,61.59999847,0.699999988,19.06892072,9.4,9,7,5.59999943,1497
16.70000076,65.80000305,0.5,18.16262861,9.4,10,7,6,235
17.79999924,60.40000153,1.799999952,18.31500839,9.4,11,7,4.89999962,639
17.89999962,60.09999847,1.600000024,18.52776934,9.4,12,7,5.39999962,458
17.20000076,66.90000153,1,18.1408853,9.4,13,7,6.80000019,786
16.70000076,62,1.600000024,17.17405967,9.4,14,7,5.69999981,1257
17.70000076,61.20000076,1.299999952,18.47569334,9.4,15,7,5.69999981,1491
17.70000076,58.90000153,1.399999976,18.41437461,9.4,16,7,6.60000038,1046
17.70000076,59,1.100000024,18.61144308,9.4,17,7,5.99999905,902
17.79999924,59.79999924,0.899999976,18.8786205,9.4,18,7,6.80000114,1672
17.70000076,64,0.899999976,18.7700761,9.4,19,7,6.20000076,442
17.5,66.19999695,1.5,18.1320464,9.4,20,7,6.60000038,1188
18.5,40.40000153,1.399999976,19.30866819,9.4,21,7,5.5,907
16.70000076,64.69999695,1.299999952,17.36341196,9.4,22,7,6.20000076,1196
18,50.09999847,0.899999976,19.09571345,9.4,23,7,5.5,324
17.60000038,60.70000076,1.299999952,18.36446478,9.4,24,7,4.90000057,750
16.5,73.5,1.299999952,17.14095484,6.9,1,3,6.79999924,914
16.70000076,76.5,1.799999952,17.06399925,6.9,2,3,6.5,560
17.10000038,76.90000153,1.399999976,17.74365336,6.9,3,3,7.69999981,526
16.60000038,78.40000153,1.799999952,16.95027055,6.9,4,3,7.20000076,1227
16.29999924,76.09999847,1.399999976,16.84935765,6.9,5,3,5.90000057,787
17.10000038,73.90000153,1.700000048,17.57077339,6.9,6,3,7.09999943,181
16.29999924,77.5,2.599999905,16.24078294,6.9,7,3,6.10000038,626
16.39999962,77.5,2.099999905,16.57211754,6.9,8,3,7.40000057,291
17.60000038,75.30000305,1.100000024,18.50145132,6.9,9,3,8.39999962,629
16.89999962,75.80000305,0.699999988,18.10775427,6.9,10,3,8.40000057,137
17.10000038,74.19999695,2,17.42214196,6.9,11,3,7.09999943,378
16.89999962,74.09999847,2,17.19301264,6.9,12,3,7.10000038,269
16.5,79.19999695,1.5,17.00892118,6.9,13,3,7.70000076,440
16.20000076,74.69999695,1.600000024,16.61001343,6.9,14,3,6.89999962,555
16.79999924,72.90000153,1.799999952,17.17772578,6.9,15,3,6.00000095,626
17,73.40000153,2,17.3075773,6.9,16,3,7.39999962,506
17.20000076,73.30000305,1.5,17.79510969,6.9,17,3,8.09999943,454
17.10000038,74.5,1.299999952,17.80832409,6.9,18,3,6.90000057,761
16.79999924,76,1.299999952,17.4746384,6.9,19,3,6.60000038,202
16.39999962,78.40000153,2.400000095,16.43873257,6.9,20,3,6.5,616
17.29999924,54.90000153,1.899999976,17.69775397,6.9,21,3,6.80000114,521
16,77.5,2,16.16193509,6.9,22,3,6.60000038,467
17.20000076,62.40000153,1.399999976,17.85544059,6.9,23,3,6.89999962,260
16.89999962,74.30000305,1.899999976,17.24113202,6.9,24,3,6.79999924,423
19,66.09999847,0.600000024,20.45121005,7.6,1,4,11.20000076,971
19.10000038,68.5,1.200000048,20.09000423,7.6,2,4,11.09999943,516
19.20000076,68,1.399999976,20.09117667,7.6,3,4,11.29999924,594
19.29999924,70.59999847,1.600000024,20.10709836,7.6,4,4,9.90000057,1205
19,68.5,1,20.10827486,7.6,5,4,10.80000114,840
19.29999924,66.59999847,1.200000048,20.3112663,7.6,6,4,11.30000019,206
19,70.30000305,2.200000048,19.52458138,7.6,7,4,9.99999905,602
19.10000038,71,1.700000048,19.83637838,7.6,8,4,11.10000038,333
19.70000076,65.80000305,0.699999988,21.09805239,7.6,9,4,11.89999962,674
18.60000038,68.40000153,0.699999988,19.92329249,7.6,10,4,13.10000038,118
19.39999962,65.5,1.5,20.26598388,7.6,11,4,11.69999981,387
19.5,66.80000305,1.799999952,20.24838971,7.6,12,4,11.30000019,274
19.20000076,69.80000305,1.200000048,20.20063632,7.6,13,4,11.30000019,518
18.70000076,65.69999695,1.899999976,19.29593404,7.6,14,4,10.5,584
19.29999924,66.80000305,1.399999976,20.20296176,7.6,15,4,12,678
19.39999962,65.09999847,1.299999952,20.3665704,7.6,16,4,12,545
19.39999962,64.19999695,1.200000048,20.42189839,7.6,17,4,11.79999924,483
19.20000076,66.5,1.100000024,20.26131319,7.6,18,4,11.10000038,809
